IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_AMR_GLASS_AWARE,RATE_PER_100_N
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,204,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Benin,ACCESS,67.3766
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,208,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Denmark,ACCESS,79.7659
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,352,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Iceland,ACCESS,86.0471
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,364,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Iran (Islamic Republic of),ACCESS,50.4147
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,372,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Ireland,ACCESS,70.8915
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,380,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Italy,ACCESS,47.1726
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,400,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Jordan,ACCESS,51.3155
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,404,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Kenya,ACCESS,51.5218
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,418,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Lao People's Democratic Republic,ACCESS,79.4951
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,428,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Latvia,ACCESS,70.0332
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,440,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Lithuania,ACCESS,67.5408
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,462,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Maldives,ACCESS,39.2255
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,466,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Mali,ACCESS,71.6718
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,470,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Malta,ACCESS,54.8269
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,499,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Montenegro,ACCESS,48.0301
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,524,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Nepal,ACCESS,34.7678
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,578,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Norway,ACCESS,79.2885
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,604,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Peru,ACCESS,58.2674
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,616,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Poland,ACCESS,62.9841
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,620,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Portugal,ACCESS,62.3828
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,642,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Romania,ACCESS,50.1352
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,643,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Russian Federation,ACCESS,41.1832
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2020,YEAR,705,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Slovenia,ACCESS,63.4753
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,51,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Armenia,ACCESS,57.6148
