IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,RATE_PER_100_N
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,578,COUNTRY,PUBLISHED,MRSA infections,Norway,1.1
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,608,COUNTRY,PUBLISHED,MRSA infections,Philippines,66.1
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,710,COUNTRY,PUBLISHED,MRSA infections,South Africa,24.9
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,752,COUNTRY,PUBLISHED,MRSA infections,Sweden,1.8
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,756,COUNTRY,PUBLISHED,MRSA infections,Switzerland,4.9
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,764,COUNTRY,PUBLISHED,MRSA infections,Thailand,13.4
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,788,COUNTRY,PUBLISHED,MRSA infections,Tunisia,24.5
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2016,YEAR,807,COUNTRY,PUBLISHED,MRSA infections,North Macedonia,48.5
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,001,GLOBAL,PUBLISHED,MRSA infections,World,18.2
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,032,COUNTRY,PUBLISHED,MRSA infections,Argentina,45.0
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,040,COUNTRY,PUBLISHED,MRSA infections,Austria,5.9
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,070,COUNTRY,PUBLISHED,MRSA infections,Bosnia and Herzegovina,25.8
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,191,COUNTRY,PUBLISHED,MRSA infections,Croatia,28.5
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,196,COUNTRY,PUBLISHED,MRSA infections,Cyprus,31.2
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,203,COUNTRY,PUBLISHED,MRSA infections,Czechia,13.2
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,246,COUNTRY,PUBLISHED,MRSA infections,Finland,1.9
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,250,COUNTRY,PUBLISHED,MRSA infections,France,12.9
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2017,YEAR,268,COUNTRY,PUBLISHED,MRSA infections,Georgia,4.2
